id,label,entity_types,relation_types,qualifier_types,evidence_json
351,0,case_number;family_member;location;money;phone_call;prosecutor;third_party;victim,claims_financial_loss;creates_false_narrative;creates_urgency;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_specific_action;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:victim"": [""선생님""], ""entity:prosecutor"": [""검사""], ""entity:money"": [""돈""], ""entity:case_number"": [""사건""], ""entity:phone_call"": [""연락""], ""entity:location"": [""집"", ""근처"", ""어디""], ""entity:family_member"": [""딸"", ""사고"", ""어머니""], ""entity:third_party"": [""친구""], ""relation:impersonates_official"": [""검사""], ""relation:creates_urgency"": [""지금""], ""relation:mentions_case_number"": [""사건""], ""relation:claims_financial_loss"": [""있습니다"", ""돈""], ""relation:requests_physical_action"": [""가서""], ""relation:warns_against_disclosure"": [""친구"", ""다른"", ""사람""], ""relation:creates_false_narrative"": [""사건""], ""relation:induces_fear"": [""사고"", ""안전""], ""relation:requests_verification_code"": [""온""], ""relation:mentions_suspicious_activity"": [""활동""], ""relation:requests_specific_action"": [""설치""], ""relation:refers_to_family"": [""딸"", ""사고가"", ""사고"", ""어머니""], ""relation:normal_call"": [""있어"", ""만나서"", ""연락"", ""밥""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""기만"", ""딸"", ""어머니"", ""사건""], ""qualifier:institutional_pretext"": [""청""]}"
352,0,family_member;location;money;personal_information;third_party;victim,claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,coercive_pressure;temporal_pressure;urgency,"{""entity:victim"": [""선생님"", ""이름""], ""entity:personal_information"": [""이름""], ""entity:money"": [""돈""], ""entity:location"": [""장소"", ""거리"", ""집"", ""주변"", ""은행""], ""entity:family_member"": [""가족""], ""entity:third_party"": [""가족""], ""relation:demands_money_transfer"": [""바랍니다""], ""relation:impersonates_official"": [""담당자"", ""입니다""], ""relation:creates_urgency"": [""지금"", ""빨리"", ""바로"", ""합니다""], ""relation:mentions_case_number"": [""말씀""], ""relation:claims_identity_theft"": [""은행""], ""relation:requests_personal_info"": [""이름""], ""relation:claims_financial_loss"": [""돈"", ""있으니"", ""있습니다""], ""relation:requests_physical_action"": [""가서"", ""거리"", ""은행에""], ""relation:warns_against_disclosure"": [""사람"", ""주변에"", ""가족"", ""다른""], ""relation:induces_fear"": [""안전""], ""relation:demands_secrecy"": [""있어야"", ""정보"", ""합니다""], ""relation:requests_verification_code"": [""합니다""], ""relation:mentions_suspicious_activity"": [""해외""], ""relation:requests_remote_control"": [""해주"", ""합니다""], ""relation:refers_to_family"": [""가족이""], ""relation:normal_call"": [""다음에"", ""있어"", ""봐""], ""qualifier:urgency"": [""지금"", ""빨리""], ""qualifier:coercive_pressure"": [""기만"", ""가족""], ""qualifier:temporal_pressure"": [""확실히""]}"
353,0,family_member;loan;location;third_party,claims_financial_loss;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:loan"": [""대부""], ""entity:location"": [""집"", ""근처"", ""주변""], ""entity:family_member"": [""가족"", ""부모님"", ""형제"", ""사고"", ""가족 구성원""], ""entity:third_party"": [""가족"", ""친구""], ""relation:impersonates_official"": [""입니다"", ""소속""], ""relation:creates_urgency"": [""지금"", ""처리"", ""합니다""], ""relation:mentions_case_number"": [""말씀""], ""relation:requests_personal_info"": [""달라""], ""relation:requests_security_code"": [""달라""], ""relation:claims_financial_loss"": [""있습니다""], ""relation:requests_physical_action"": [""가서""], ""relation:warns_against_disclosure"": [""가족"", ""사람"", ""가족에게"", ""주변에"", ""다른""], ""relation:induces_fear"": [""사고""], ""relation:demands_secrecy"": [""합니다"", ""지켜"", ""알고""], ""relation:requests_verification_code"": [""합니다""], ""relation:requests_remote_control"": [""합니다"", ""해주""], ""relation:refers_to_family"": [""가족"", ""부모님"", ""형제"", ""사고가"", ""가족 구성원""], ""relation:normal_call"": [""있어"", ""봐""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""가족"", ""부모님"", ""아버지"", ""어머니"", ""자녀"", ""수술""], ""qualifier:institutional_pretext"": [""청""]}"
354,0,caller;case_number;family_member;location;personal_information;police_officer;third_party;victim,claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;demands_secrecy;mentions_case_number;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;temporal_pressure;urgency,"{""entity:caller"": [""상대방""], ""entity:victim"": [""이름""], ""entity:police_officer"": [""형사""], ""entity:personal_information"": [""이름""], ""entity:case_number"": [""사건""], ""entity:location"": [""집"", ""거리"", ""위치""], ""entity:family_member"": [""부모님"", ""아들""], ""entity:third_party"": [""친구"", ""다른 사람""], ""relation:creates_urgency"": [""지금""], ""relation:mentions_case_number"": [""사건""], ""relation:claims_identity_theft"": [""핸드폰""], ""relation:requests_personal_info"": [""이름""], ""relation:claims_financial_loss"": [""있습니다"", ""문제""], ""relation:requests_physical_action"": [""가서"", ""거리""], ""relation:warns_against_disclosure"": [""친구"", ""사람"", ""다른""], ""relation:creates_false_narrative"": [""사건""], ""relation:demands_secrecy"": [""지켜"", ""알고""], ""relation:requests_verification_code"": [""온""], ""relation:requests_specific_action"": [""프로그램""], ""relation:requests_remote_control"": [""해주""], ""relation:refers_to_family"": [""부모님"", ""아들""], ""relation:normal_call"": [""그럼"", ""있어"", ""봐"", ""다음에"", ""요즘""], ""qualifier:urgency"": [""지금""], ""qualifier:institutional_pretext"": [""형사"", ""청""], ""qualifier:coercive_pressure"": [""부모님"", ""아들"", ""사건""], ""qualifier:temporal_pressure"": [""확실히""]}"
355,0,family_member;location;money;personal_information;phone_call;third_party;victim,cites_legal_authority;claims_financial_loss;creates_urgency;demands_secrecy;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:victim"": [""이름"", ""개인""], ""entity:personal_information"": [""이름""], ""entity:money"": [""돈""], ""entity:phone_call"": [""연락""], ""entity:location"": [""거리"", ""집"", ""어디"", ""주변""], ""entity:family_member"": [""사고""], ""entity:third_party"": [""친구""], ""relation:creates_urgency"": [""지금"", ""급하게"", ""바로"", ""빨리""], ""relation:requests_personal_info"": [""이름""], ""relation:claims_financial_loss"": [""돈"", ""문제""], ""relation:cites_legal_authority"": [""법적"", ""법"", ""법률""], ""relation:requests_physical_action"": [""거리"", ""가서""], ""relation:warns_against_disclosure"": [""사람"", ""다른"", ""친구"", ""주변에""], ""relation:induces_fear"": [""사고""], ""relation:demands_secrecy"": [""유지""], ""relation:requests_verification_code"": [""온""], ""relation:mentions_suspicious_activity"": [""발견""], ""relation:requests_specific_action"": [""프로그램""], ""relation:requests_remote_control"": [""해주""], ""relation:refers_to_family"": [""사고""], ""relation:normal_call"": [""있어"", ""밥"", ""건강"", ""요즘"", ""연락""], ""qualifier:urgency"": [""지금"", ""빨리""], ""qualifier:institutional_pretext"": [""청""], ""qualifier:coercive_pressure"": [""병원비""]}"
356,0,bank_employee;government_agency;loan;location;money;police_officer;third_party;victim,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_false_narrative;creates_urgency;impersonates_official;induces_fear;mentions_case_number;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,institutional_pretext,"{""entity:victim"": [""개인""], ""entity:police_officer"": [""경찰""], ""entity:bank_employee"": [""대리""], ""entity:government_agency"": [""시청""], ""entity:loan"": [""대부""], ""entity:money"": [""돈""], ""entity:location"": [""편의점"", ""거리"", ""집"", ""근처"", ""어디""], ""entity:third_party"": [""친구""], ""relation:impersonates_official"": [""경찰""], ""relation:creates_urgency"": [""바로""], ""relation:mentions_case_number"": [""말씀""], ""relation:claims_identity_theft"": [""핸드폰"", ""명의""], ""relation:requests_personal_info"": [""달라""], ""relation:requests_security_code"": [""달라""], ""relation:claims_financial_loss"": [""돈"", ""있습니다"", ""우려""], ""relation:cites_legal_authority"": [""경찰""], ""relation:requests_physical_action"": [""편의점"", ""거리"", ""가서""], ""relation:warns_against_disclosure"": [""사람"", ""친구"", ""다른""], ""relation:creates_false_narrative"": [""관련""], ""relation:induces_fear"": [""안전""], ""relation:requests_verification_code"": [""온""], ""relation:requests_remote_control"": [""해주""], ""relation:normal_call"": [""하자"", ""다음에"", ""했습니다"", ""있어"", ""밥""], ""qualifier:institutional_pretext"": [""경찰"", ""청""]}"
357,0,bank_employee;family_member;loan;location;money;phone_call;third_party,cites_legal_authority;claims_financial_loss;creates_urgency;demands_money_transfer;demands_secrecy;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;temporal_pressure;urgency,"{""entity:bank_employee"": [""부장""], ""entity:loan"": [""대부""], ""entity:money"": [""돈""], ""entity:phone_call"": [""전화""], ""entity:location"": [""집"", ""어디"", ""주변""], ""entity:family_member"": [""형제"", ""친척"", ""자녀"", ""딸"", ""자매""], ""entity:third_party"": [""친구"", ""지인"", ""가족""], ""relation:demands_money_transfer"": [""보내""], ""relation:creates_urgency"": [""지금""], ""relation:mentions_case_number"": [""말씀""], ""relation:claims_financial_loss"": [""돈"", ""문제""], ""relation:cites_legal_authority"": [""법적"", ""법""], ""relation:requests_physical_action"": [""가세요""], ""relation:warns_against_disclosure"": [""친구"", ""지인"", ""가족"", ""다른"", ""주변에""], ""relation:demands_secrecy"": [""알고""], ""relation:requests_verification_code"": [""보내""], ""relation:mentions_suspicious_activity"": [""활동""], ""relation:refers_to_family"": [""형제"", ""친척"", ""자녀"", ""딸"", ""자매""], ""relation:normal_call"": [""있어"", ""요즘"", ""봐"", ""밥""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""친척"", ""자녀"", ""딸"", ""가족"", ""아버지"", ""수술""], ""qualifier:institutional_pretext"": [""청""], ""qualifier:temporal_pressure"": [""확실히""]}"
358,0,bank_employee;family_member;investigation;location;money;third_party;victim,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:victim"": [""본인"", ""개인""], ""entity:bank_employee"": [""직원""], ""entity:investigation"": [""조사""], ""entity:money"": [""돈""], ""entity:location"": [""거리"", ""집"", ""주변""], ""entity:family_member"": [""딸"", ""어머니"", ""아버지""], ""entity:third_party"": [""지인"", ""친구""], ""relation:demands_money_transfer"": [""보내""], ""relation:impersonates_official"": [""직원""], ""relation:creates_urgency"": [""지금"", ""지금 당장"", ""합니다""], ""relation:mentions_case_number"": [""말씀""], ""relation:claims_identity_theft"": [""핸드폰""], ""relation:claims_financial_loss"": [""돈""], ""relation:cites_legal_authority"": [""조사"", ""법""], ""relation:requests_physical_action"": [""거리"", ""가서""], ""relation:warns_against_disclosure"": [""지인"", ""친구"", ""사람"", ""다른"", ""주변에""], ""relation:demands_secrecy"": [""합니다""], ""relation:requests_verification_code"": [""보내"", ""카톡으로"", ""합니다""], ""relation:mentions_suspicious_activity"": [""사용""], ""relation:requests_remote_control"": [""해주"", ""합니다""], ""relation:refers_to_family"": [""딸"", ""어머니"", ""아버지""], ""relation:normal_call"": [""있어"", ""봐"", ""요즘""], ""qualifier:urgency"": [""지금"", ""지금 당장""], ""qualifier:coercive_pressure"": [""딸"", ""어머니"", ""아버지""], ""qualifier:institutional_pretext"": [""청"", ""조사""]}"
359,0,family_member;location;phone_call;third_party,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:phone_call"": [""전화""], ""entity:location"": [""집"", ""사무실""], ""entity:family_member"": [""할아버지"", ""부모님"", ""가족"", ""사기"", ""아들""], ""entity:third_party"": [""친구"", ""가족"", ""다른 사람""], ""relation:impersonates_official"": [""입니다""], ""relation:creates_urgency"": [""바로"", ""지금"", ""빨리""], ""relation:mentions_case_number"": [""말씀""], ""relation:requests_personal_info"": [""달라""], ""relation:requests_security_code"": [""달라""], ""relation:claims_financial_loss"": [""예상""], ""relation:warns_against_disclosure"": [""친구"", ""사람"", ""가족"", ""다른"", ""사람에게""], ""relation:creates_false_narrative"": [""사기""], ""relation:induces_fear"": [""무서워""], ""relation:demands_secrecy"": [""알고"", ""지켜""], ""relation:requests_verification_code"": [""온""], ""relation:mentions_suspicious_activity"": [""사기""], ""relation:requests_remote_control"": [""해주""], ""relation:refers_to_family"": [""할아버지"", ""부모님"", ""가족"", ""아들""], ""relation:normal_call"": [""있어"", ""그럼"", ""봐""], ""qualifier:urgency"": [""지금"", ""빨리""], ""qualifier:coercive_pressure"": [""사기"", ""아버지"", ""부모님"", ""가족"", ""아들""], ""qualifier:institutional_pretext"": [""청""]}"
360,0,arrest_warrant;bank_employee;document;family_member;government_agency;location;third_party,cites_legal_authority;claims_financial_loss;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_verification_code;threatens_arrest;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:bank_employee"": [""직원""], ""entity:government_agency"": [""법원""], ""entity:arrest_warrant"": [""영장""], ""entity:document"": [""영장""], ""entity:location"": [""거리"", ""어디""], ""entity:family_member"": [""가족 구성원"", ""자매"", ""자녀"", ""가족"", ""부모님""], ""entity:third_party"": [""가족"", ""친구""], ""relation:threatens_arrest"": [""영장""], ""relation:impersonates_official"": [""직원""], ""relation:creates_urgency"": [""합니다"", ""지금"", ""영장"", ""바로""], ""relation:mentions_case_number"": [""말씀""], ""relation:claims_financial_loss"": [""있습니다""], ""relation:cites_legal_authority"": [""법원""], ""relation:requests_physical_action"": [""거리"", ""가서""], ""relation:warns_against_disclosure"": [""가족"", ""사람"", ""친구"", ""다른""], ""relation:demands_secrecy"": [""합니다"", ""지켜"", ""알고""], ""relation:requests_verification_code"": [""합니다""], ""relation:mentions_suspicious_activity"": [""활동""], ""relation:requests_remote_control"": [""합니다"", ""해주""], ""relation:refers_to_family"": [""가족 구성원"", ""자매"", ""자녀"", ""가족"", ""부모님""], ""relation:normal_call"": [""있어"", ""요즘"", ""하자"", ""봐"", ""그럼""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""영장"", ""가족"", ""자녀"", ""부모님"", ""딸"", ""아들""], ""qualifier:institutional_pretext"": [""영장"", ""법원"", ""청""]}"
361,0,family_member;location;money;personal_information;third_party;victim,claims_financial_loss;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;temporal_pressure;urgency,"{""entity:victim"": [""이름""], ""entity:personal_information"": [""이름""], ""entity:money"": [""돈"", ""예산""], ""entity:location"": [""어디"", ""장소"", ""주변"", ""근처""], ""entity:family_member"": [""가족"", ""부모님""], ""entity:third_party"": [""친구"", ""가족"", ""지인""], ""relation:impersonates_official"": [""입니다""], ""relation:creates_urgency"": [""합니다"", ""지금""], ""relation:mentions_case_number"": [""말씀""], ""relation:requests_personal_info"": [""이름""], ""relation:claims_financial_loss"": [""돈"", ""있습니다"", ""됩니다""], ""relation:requests_physical_action"": [""가서""], ""relation:warns_against_disclosure"": [""친구"", ""가족"", ""사람"", ""지인"", ""다른""], ""relation:demands_secrecy"": [""합니다""], ""relation:requests_verification_code"": [""합니다""], ""relation:mentions_suspicious_activity"": [""해외"", ""이상한""], ""relation:requests_remote_control"": [""합니다""], ""relation:refers_to_family"": [""가족"", ""부모님""], ""relation:normal_call"": [""건강"", ""있어"", ""요즘"", ""봐"", ""그럼""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""가족"", ""부모님""], ""qualifier:institutional_pretext"": [""청""], ""qualifier:temporal_pressure"": [""확실히""]}"
362,0,family_member;location;money;personal_information;third_party;victim,cites_legal_authority;claims_financial_loss;creates_false_narrative;creates_urgency;demands_money_transfer;demands_secrecy;induces_fear;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:victim"": [""이름""], ""entity:personal_information"": [""이름""], ""entity:money"": [""돈""], ""entity:location"": [""집"", ""주변"", ""근처""], ""entity:family_member"": [""가족"", ""사고"", ""할아버지"", ""아버지"", ""어머니""], ""entity:third_party"": [""가족""], ""relation:demands_money_transfer"": [""보내""], ""relation:creates_urgency"": [""지금"", ""당장""], ""relation:mentions_case_number"": [""말씀""], ""relation:requests_personal_info"": [""이름""], ""relation:claims_financial_loss"": [""돈"", ""문제""], ""relation:cites_legal_authority"": [""법""], ""relation:requests_physical_action"": [""가서""], ""relation:warns_against_disclosure"": [""가족"", ""다른"", ""사람"", ""주변에""], ""relation:creates_false_narrative"": [""관련""], ""relation:induces_fear"": [""사고"", ""큰일"", ""무서워""], ""relation:demands_secrecy"": [""지켜""], ""relation:requests_verification_code"": [""온"", ""보내""], ""relation:mentions_suspicious_activity"": [""사용"", ""활동""], ""relation:requests_specific_action"": [""인터넷""], ""relation:requests_remote_control"": [""해주""], ""relation:refers_to_family"": [""가족"", ""사고"", ""할아버지"", ""아버지"", ""어머니""], ""relation:normal_call"": [""요즘"", ""건강"", ""밥"", ""있어"", ""그럼""], ""qualifier:urgency"": [""지금"", ""당장""], ""qualifier:coercive_pressure"": [""가족"", ""아버지"", ""어머니""], ""qualifier:institutional_pretext"": [""청""]}"
363,0,family_member;government_agency;location;money;personal_information;police_officer;third_party;victim,cites_legal_authority;claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:victim"": [""이름"", ""개인""], ""entity:police_officer"": [""경찰""], ""entity:government_agency"": [""경찰서""], ""entity:personal_information"": [""이름""], ""entity:money"": [""돈""], ""entity:location"": [""집"", ""경찰서"", ""어디"", ""근처"", ""주변""], ""entity:family_member"": [""피해"", ""부모님"", ""어머니""], ""entity:third_party"": [""친구""], ""relation:impersonates_official"": [""경찰""], ""relation:creates_urgency"": [""바로"", ""지금"", ""피해"", ""빨리"", ""처리""], ""relation:mentions_case_number"": [""말씀""], ""relation:claims_identity_theft"": [""피해""], ""relation:requests_personal_info"": [""이름"", ""달라""], ""relation:requests_security_code"": [""달라""], ""relation:claims_financial_loss"": [""돈"", ""피해""], ""relation:cites_legal_authority"": [""경찰""], ""relation:requests_physical_action"": [""거리"", ""가서""], ""relation:warns_against_disclosure"": [""혼자서"", ""아무도"", ""다른"", ""주변"", ""사람""], ""relation:demands_secrecy"": [""혼자서"", ""알고""], ""relation:requests_verification_code"": [""온""], ""relation:mentions_suspicious_activity"": [""해외""], ""relation:requests_specific_action"": [""깔아""], ""relation:requests_remote_control"": [""해주""], ""relation:refers_to_family"": [""피해"", ""부모님"", ""어머니""], ""relation:normal_call"": [""건강"", ""그럼"", ""있어"", ""밥""], ""qualifier:urgency"": [""지금"", ""빨리""], ""qualifier:coercive_pressure"": [""피해"", ""부모님"", ""어머니""], ""qualifier:institutional_pretext"": [""경찰"", ""청""]}"
364,0,caller;location;money;personal_information;third_party;victim,claims_financial_loss;creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;mentions_case_number;mentions_suspicious_activity;normal_call;requests_personal_info;requests_physical_action;requests_remote_control;requests_security_code;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;temporal_pressure;urgency,"{""entity:caller"": [""범인""], ""entity:victim"": [""이름""], ""entity:personal_information"": [""이름""], ""entity:money"": [""돈""], ""entity:location"": [""집"", ""거리""], ""entity:third_party"": [""친구""], ""relation:impersonates_official"": [""입니다""], ""relation:creates_urgency"": [""지금"", ""합니다""], ""relation:mentions_case_number"": [""말씀""], ""relation:requests_personal_info"": [""달라"", ""말씀해 주시면"", ""이름""], ""relation:requests_security_code"": [""달라""], ""relation:claims_financial_loss"": [""있습니다"", ""돈""], ""relation:requests_physical_action"": [""가서"", ""거리""], ""relation:warns_against_disclosure"": [""사람"", ""친구""], ""relation:creates_false_narrative"": [""이용""], ""relation:demands_secrecy"": [""있어야"", ""합니다""], ""relation:requests_verification_code"": [""합니다"", ""온""], ""relation:mentions_suspicious_activity"": [""해외""], ""relation:requests_remote_control"": [""합니다"", ""하겠습니다"", ""조정""], ""relation:normal_call"": [""있어"", ""요즘"", ""봐"", ""그럼""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""거짓""], ""qualifier:institutional_pretext"": [""청""], ""qualifier:temporal_pressure"": [""확실히""]}"
365,0,arrest_warrant;document;family_member;government_agency;investigation;loan;location;money;third_party,cites_legal_authority;claims_financial_loss;creates_urgency;demands_secrecy;induces_fear;mentions_suspicious_activity;normal_call;refers_to_family;requests_personal_info;requests_physical_action;requests_security_code;requests_specific_action;requests_verification_code;threatens_arrest;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:government_agency"": [""시청""], ""entity:loan"": [""대부""], ""entity:arrest_warrant"": [""영장""], ""entity:investigation"": [""조사""], ""entity:money"": [""돈""], ""entity:document"": [""영장""], ""entity:location"": [""어디"", ""집"", ""위치"", ""건물"", ""장소""], ""entity:family_member"": [""가족"", ""사고""], ""entity:third_party"": [""친구"", ""가족"", ""다른 사람""], ""relation:threatens_arrest"": [""영장""], ""relation:creates_urgency"": [""지금"", ""영장""], ""relation:requests_personal_info"": [""달라""], ""relation:requests_security_code"": [""달라""], ""relation:claims_financial_loss"": [""예상"", ""있으니"", ""돈""], ""relation:cites_legal_authority"": [""법"", ""조사""], ""relation:requests_physical_action"": [""가서"", ""거리"", ""지하철""], ""relation:warns_against_disclosure"": [""친구"", ""가족"", ""사람"", ""다른"", ""주변에""], ""relation:induces_fear"": [""위험"", ""사고""], ""relation:demands_secrecy"": [""알고"", ""있어야"", ""유지"", ""정보""], ""relation:requests_verification_code"": [""온""], ""relation:mentions_suspicious_activity"": [""해외""], ""relation:requests_specific_action"": [""프로그램""], ""relation:refers_to_family"": [""가족"", ""위험"", ""사고""], ""relation:normal_call"": [""있어"", ""밥"", ""봐""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""영장"", ""가족""], ""qualifier:institutional_pretext"": [""영장"", ""청"", ""조사""]}"
366,0,arrest_warrant;bank_account;document;family_member;location;money;third_party;victim,claims_financial_loss;claims_identity_theft;creates_urgency;demands_secrecy;impersonates_official;mentions_account_freeze;mentions_case_number;normal_call;refers_to_family;requests_physical_action;requests_remote_control;requests_specific_action;requests_verification_code;threatens_arrest;warns_against_disclosure,coercive_pressure;institutional_pretext;transfer_channel;urgency,"{""entity:victim"": [""본인""], ""entity:bank_account"": [""계좌""], ""entity:arrest_warrant"": [""영장""], ""entity:money"": [""돈""], ""entity:document"": [""영장""], ""entity:location"": [""주변"", ""집"", ""어디""], ""entity:family_member"": [""친척"", ""가족"", ""배우자"", ""아들"", ""딸""], ""entity:third_party"": [""친구"", ""주변 사람"", ""가족""], ""relation:threatens_arrest"": [""영장""], ""relation:impersonates_official"": [""입니다""], ""relation:creates_urgency"": [""지금"", ""합니다"", ""영장""], ""relation:mentions_case_number"": [""말씀""], ""relation:claims_identity_theft"": [""계좌""], ""relation:claims_financial_loss"": [""있습니다"", ""돈"", ""계좌""], ""relation:requests_physical_action"": [""가서""], ""relation:warns_against_disclosure"": [""사람"", ""친구"", ""주변"", ""가족""], ""relation:demands_secrecy"": [""알고"", ""합니다"", ""있어야""], ""relation:requests_verification_code"": [""합니다"", ""온""], ""relation:mentions_account_freeze"": [""계좌""], ""relation:requests_specific_action"": [""인터넷""], ""relation:requests_remote_control"": [""합니다""], ""relation:refers_to_family"": [""친척"", ""가족"", ""배우자"", ""아들"", ""딸""], ""relation:normal_call"": [""만나서"", ""있어"", ""하자"", ""밥"", ""요즘""], ""qualifier:urgency"": [""지금""], ""qualifier:coercive_pressure"": [""영장"", ""친척"", ""가족"", ""아들"", ""딸""], ""qualifier:institutional_pretext"": [""영장"", ""청""], ""qualifier:transfer_channel"": [""계좌""]}"
367,0,family_member;location;phone_call;prosecutor;third_party,creates_false_narrative;creates_urgency;demands_secrecy;impersonates_official;induces_fear;normal_call;refers_to_family;requests_personal_info;requests_security_code;requests_specific_action;requests_verification_code;warns_against_disclosure,institutional_pretext;urgency,"{""entity:prosecutor"": [""검사""], ""entity:phone_call"": [""전화"", ""연락""], ""entity:location"": [""집"", ""주변"", ""어디"", ""근처""], ""entity:family_member"": [""사고""], ""entity:third_party"": [""다른 사람"", ""친구""], ""relation:impersonates_official"": [""검사""], ""relation:creates_urgency"": [""지금"", ""바로""], ""relation:requests_personal_info"": [""달라""], ""relation:requests_security_code"": [""달라""], ""relation:warns_against_disclosure"": [""주변에"", ""다른"", ""사람"", ""친구""], ""relation:creates_false_narrative"": [""관련""], ""relation:induces_fear"": [""사고""], ""relation:demands_secrecy"": [""알고""], ""relation:requests_verification_code"": [""온""], ""relation:requests_specific_action"": [""사이트""], ""relation:refers_to_family"": [""사고가""], ""relation:normal_call"": [""있어"", ""그럼"", ""봐"", ""요즘"", ""연락""], ""qualifier:urgency"": [""지금""], ""qualifier:institutional_pretext"": [""청""]}"
368,0,government_agency;location;money;phone_call,claims_financial_loss;creates_urgency;demands_money_transfer;demands_secrecy;impersonates_official;induces_fear;mentions_suspicious_activity;normal_call;requests_physical_action;requests_verification_code;warns_against_disclosure,coercive_pressure;institutional_pretext;urgency,"{""entity:government_agency"": [""시청""], ""entity:money"": [""돈""], ""entity:phone_call"": [""콜"", ""전화""], ""entity:location"": [""어디"", ""집"", ""근처""], ""relation:demands_money_transfer"": [""보내""], ""relation:impersonates_official"": [""소속"", ""입니다""], ""relation:creates_urgency"": [""지금""], ""relation:claims_financial_loss"": [""있으니"", ""돈""], ""relation:requests_physical_action"": [""가서""], ""relation:warns_against_disclosure"": [""사람""], ""relation:induces_fear"": [""안전""], ""relation:demands_secrecy"": [""알고"", ""정보""], ""relation:requests_verification_code"": [""온"", ""보내""], ""relation:mentions_suspicious_activity"": [""활동"", ""이상한""], ""relation:normal_call"": [""요즘"", ""있어"", ""봐"", ""그럼"", ""건강""], ""qualifier:urgency"": [""지금""], ""qualifier:institutional_pretext"": [""청""], ""qualifier:coercive_pressure"": [""바이러스""]}"
